2018-04-06 01:00:00,2018-04-06 02:00:00,18683,0.1189112513662297,0.2546957634004052,0.0,6599.76
2018-04-06 02:00:00,2018-04-06 03:00:00,19846,0.11940950133647121,0.25760854086845636,0.0,6644.19
2018-04-06 03:00:00,2018-04-06 04:00:00,20070,0.12695074613259144,0.2642515258184716,0.0,6617.84
2018-04-06 04:00:00,2018-04-06 05:00:00,21725,0.10843215038638707,0.25827146456161815,0.0,6598.31
2018-04-06 05:00:00,2018-04-06 06:00:00,21746,0.11249384624179286,0.25153520917373473,0.0,6527.52
2018-04-06 06:00:00,2018-04-06 07:00:00,22996,0.12180918584619757,0.25696727067996794,0.0,6632.66
2018-04-06 07:00:00,2018-04-06 08:00:00,26536,0.12215893215937718,0.25403382117924106,0.0,6623.64
2018-04-06 08:00:00,2018-04-06 09:00:00,30414,0.11502037927461885,0.25377070208024904,0.0,6636.14
2018-04-06 09:00:00,2018-04-06 10:00:00,28846,0.12294531775663241,0.26014556158700625,0.0,6613.18
2018-04-06 10:00:00,2018-04-06 11:00:00,29633,0.12321268951262976,0.25626251743900874,0.0,6607.21
2018-04-06 11:00:00,2018-04-06 12:00:00,29546,0.12424796193652346,0.25881716712324676,0.0,6623.16
2018-04-06 12:00:00,2018-04-06 13:00:00,31169,0.12175239227807574,0.2527647995232477,0.0,6631.16
2018-04-06 13:00:00,2018-04-06 14:00:00,33518,0.12686652854247657,0.2557463098170899,0.0,6616.2
2018-04-06 14:00:00,2018-04-06 15:00:00,34350,0.12499759595501317,0.2527659400238128,0.0,6639.68
2018-04-06 15:00:00,2018-04-06 16:00:00,37514,0.12736771291432594,0.24898712424172847,0.0,6617.98
2018-04-06 16:00:00,2018-04-06 17:00:00,36808,0.12691511266277802,0.24881281269491706,0.0,6626.52
2018-04-06 17:00:00,2018-04-06 18:00:00,35566,0.12324329576986365,0.2513579808576836,0.0,6559.18
2018-04-06 18:00:00,2018-04-06 19:00:00,33360,0.12922435038627572,0.2555504202737382,0.0,6634.86
2018-04-06 19:00:00,2018-04-06 20:00:00,32178,0.13214482295414323,0.2567226993972833,0.0,6657.45
2018-04-06 20:00:00,2018-04-06 21:00:00,30878,0.12918585237549746,0.25607424071759954,0.0,6861.9
2018-04-06 21:00:00,2018-04-06 22:00:00,28236,0.1332677243955222,0.2513976040498241,0.0,6849.98
2018-04-06 22:00:00,2018-04-06 23:00:00,24529,0.12503601818999135,0.25126799432421326,0.0,6872.38
2018-04-06 23:00:00,2018-04-07 00:00:00,21449,0.11313600037221902,0.24396950860043745,0.0,6862.54
2018-04-07 00:00:00,2018-04-07 01:00:00,19859,0.12315975077643046,0.24892189308173743,0.0,6859.6
